,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
539,5394-MEITZ,0,0,1,1,0.8333333333333333,1,0,0,0,2,2,2,2,2,2,1,0,0.6203980099502486,0.5686475882760212,0
540,6859-QNXIQ,0,0,1,1,1.0,1,2,1,2,2,2,2,2,2,2,1,0,0.9437810945273631,0.9496538195245788,0
541,2782-LFZVW,0,0,0,0,0.15277777777777776,1,2,0,0,0,0,0,0,2,0,1,3,0.40497512437810945,0.0672513270251558,0
542,2866-IKBTM,0,0,0,0,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,0,3,0.012935323383084563,8.654511885529664e-05,0
543,1342-JPNKI,1,0,0,0,0.1388888888888889,1,2,1,0,0,0,0,2,0,0,1,0,0.6746268656716418,0.09408031387029772,1
544,2817-NTQDO,1,0,0,0,0.18055555555555555,0,1,0,2,0,0,2,2,0,0,1,1,0.2716417910447761,0.0667205169628433,1
545,7129-AZJDE,1,0,1,1,0.4722222222222222,1,0,1,0,0,0,0,0,2,1,1,0,0.6039800995024875,0.30330025386568193,0
546,6986-IJDHX,1,0,1,1,0.5416666666666666,1,0,1,0,2,0,0,2,0,0,1,3,0.6771144278606964,0.374705746595892,1
547,2560-PPCHE,0,0,0,0,0.9027777777777777,1,2,1,0,2,0,2,2,2,1,1,0,0.863681592039801,0.7760731594738057,0
548,4676-MQUEA,1,1,1,0,0.6944444444444444,1,2,1,2,2,2,0,2,0,1,1,0,0.8323383084577115,0.6054350334641126,0
549,8138-EALND,1,0,0,0,0.20833333333333331,1,0,2,1,1,1,1,1,1,0,0,3,0.014925373134328346,0.03378721440110778,0
550,3580-HYCSP,1,0,1,1,1.0,1,2,1,2,2,2,0,2,2,2,1,0,0.9159203980099503,0.9171590122317101,0
551,1352-HNSAW,0,0,1,1,1.0,1,2,1,2,2,2,2,2,2,2,1,0,0.9686567164179104,0.9464112624048003,0
552,2075-PUEPR,1,0,1,1,0.7638888888888888,1,0,2,1,1,1,1,1,1,2,0,0,0.010945273631840807,0.1309081467805216,0
553,1982-FEBTD,0,0,1,1,0.3194444444444444,1,2,2,1,1,1,1,1,1,2,1,1,0.07313432835820893,0.05722940226171244,0
554,5301-GAUUY,1,0,0,0,0.4444444444444444,1,2,1,0,2,0,0,0,0,0,1,0,0.617910447761194,0.29740941610893146,1
555,5791-KAJFD,0,0,1,1,0.7777777777777777,1,2,0,2,0,2,0,0,2,1,1,0,0.5024875621890547,0.4372490191553196,0
556,2654-VBVPB,0,0,0,0,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,0,0,0.01641791044776117,0.00012693284098776788,0
557,1154-HYWWO,1,0,0,0,0.5277777777777778,1,0,0,2,2,0,2,2,0,1,0,3,0.5208955223880596,0.31033925686591274,0
558,2501-XWWTZ,1,0,0,0,0.15277777777777776,1,0,1,0,0,0,0,0,0,0,0,2,0.5169154228855721,0.08553542580198477,0
559,3716-UVSPD,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,2,0,0,0,1,2,0.308955223880597,0.003519501500115393,0
560,6815-ABQFQ,1,0,1,0,0.7777777777777777,1,2,1,0,2,0,2,2,2,1,1,2,0.8855721393034827,0.6940341564735749,0
561,7343-EOBEU,1,0,1,0,0.041666666666666664,1,2,2,1,1,1,1,1,1,0,1,3,0.05323383084577116,0.00810639279944611,0
562,3701-SFMUH,1,0,1,1,0.09722222222222221,1,0,0,2,0,0,0,2,2,0,0,1,0.5119402985074627,0.05739095315024233,0
563,6103-LIANB,1,0,1,1,0.8194444444444444,1,2,1,0,0,2,0,2,2,2,1,1,0.808457711442786,0.6742384029540734,0
564,7319-VENRZ,1,0,0,0,0.09722222222222221,1,0,0,0,0,2,2,2,0,0,0,0,0.4582089552238805,0.04929033002538657,0
565,5846-NEQVZ,1,0,1,1,0.986111111111111,1,0,0,2,0,2,2,0,2,2,1,1,0.5233830845771144,0.5717285945072698,0
566,6967-QIQRV,1,0,1,1,0.20833333333333331,1,0,1,2,0,0,2,2,2,1,0,2,0.8323383084577115,0.1902204015693515,0
567,5781-RFZRP,1,0,1,0,0.986111111111111,1,2,0,2,2,0,2,2,0,2,0,1,0.5497512437810945,0.6160800830833141,0
568,0939-YAPAF,0,0,0,0,0.4861111111111111,1,2,1,0,0,2,0,2,2,0,1,2,0.8159203980099502,0.4048926840526194,1
569,0308-IVGOK,0,0,0,0,0.15277777777777776,0,1,0,0,2,2,2,0,0,1,1,1,0.22039800995024872,0.046595891991691674,0
570,7293-LSCDV,0,0,1,1,0.8333333333333333,1,0,2,1,1,1,1,1,1,2,1,1,0.009950248756218888,0.1251384721901685,0
571,7025-WCBNE,1,1,0,0,0.6527777777777778,1,2,0,0,2,0,2,0,0,2,0,0,0.4114427860696518,0.31562427879067617,0
572,5756-JYOJT,0,0,0,0,0.15277777777777776,1,0,0,0,0,2,2,0,2,1,0,1,0.464179104477612,0.07828871451650128,0
573,4710-FDUIZ,1,0,1,0,0.7777777777777777,1,2,1,0,2,0,0,2,2,1,0,1,0.8164179104477611,0.6457015924301869,1
574,6030-REHUX,0,1,1,0,0.38888888888888884,1,2,1,0,2,2,2,2,2,0,1,2,0.9213930348258706,0.36759750750057696,0
575,9548-LIGTA,1,0,1,0,0.8472222222222222,1,0,0,2,2,0,2,2,2,2,1,3,0.6248756218905472,0.5456785137318255,0
576,5150-LJNSR,1,0,1,1,0.4305555555555555,1,2,1,2,0,2,0,2,0,1,0,0,0.7940298507462686,0.35348488345257323,0
577,8270-RKSAP,1,0,0,0,0.125,1,0,1,0,0,0,0,0,0,0,1,2,0.5199004975124378,0.06682437110546965,0
578,6522-YRBXD,1,1,1,0,0.4861111111111111,1,2,1,2,2,0,0,0,2,0,1,2,0.7592039800995024,0.38617585968151397,0
579,2640-LYMOV,1,0,0,0,0.027777777777777776,1,0,2,1,1,1,1,1,1,0,1,3,0.013930348258706454,0.002307869836141241,0
580,1218-VKFPE,0,0,1,1,0.16666666666666666,1,0,2,1,1,1,1,1,1,0,0,3,0.007462686567164173,0.024780752365566584,1
581,3627-FHKBK,0,0,0,0,0.013888888888888888,1,0,1,2,0,0,0,0,0,0,0,3,0.5676616915422885,0.006519732287099007,1
582,2865-TCHJW,0,1,0,0,0.05555555555555555,1,2,1,0,0,2,0,2,0,0,1,2,0.7059701492537314,0.03777982921763213,1
583,1423-BMPBQ,0,0,1,1,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,1,3,0.007462686567164173,2.3078698361412263e-05,0
584,2393-DIVAI,0,0,0,0,0.041666666666666664,1,0,2,1,1,1,1,1,1,0,1,3,0.01741293532338306,0.004950380798522964,0
585,5192-EBGOV,0,1,0,0,0.013888888888888888,1,2,1,0,0,0,0,2,0,0,1,2,0.6711442786069651,0.0077198246018924535,1
586,4568-KNYWR,1,0,0,0,0.7222222222222222,1,0,0,2,2,0,0,2,0,2,1,1,0.4477611940298507,0.3835275790445419,0
587,8752-IMQOS,1,0,1,1,0.06944444444444445,1,0,2,1,1,1,1,1,1,1,0,3,0.01840796019900498,0.007650588506808216,0
588,0742-LAFQK,1,0,1,0,1.0,1,2,1,2,2,2,0,0,2,2,1,2,0.8049751243781095,0.8542926378952228,0
589,0795-LAFGP,1,0,1,1,0.986111111111111,1,2,0,2,2,2,2,2,2,2,0,2,0.7179104477611941,0.7672801753981076,0
590,0619-OLYUR,1,0,1,0,1.0,1,2,1,2,0,2,2,2,2,2,1,1,0.9318407960199006,0.9291772444034156,0
591,5512-IDZEI,1,0,1,1,0.6388888888888888,1,2,2,1,1,1,1,1,1,1,0,2,0.06616915422885569,0.13339487652896376,0
592,0459-SPZHJ,1,0,1,1,0.875,1,2,0,2,2,2,0,2,2,2,0,1,0.6492537313432836,0.6249942303254097,0
593,0215-BQKGS,1,0,0,0,0.41666666666666663,1,0,1,2,2,2,0,0,0,0,1,1,0.6572139303482587,0.2792291714747288,0
594,9244-ZVAPM,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,3,0.2721393034825871,0.003092545580429264,0
595,0719-SYFRB,0,0,0,0,0.16666666666666666,1,2,0,2,0,2,2,0,0,0,1,3,0.43184079601990044,0.0801927071313178,1
596,8208-EUMTE,1,0,0,0,0.2222222222222222,0,1,0,2,2,2,2,2,0,2,0,3,0.3641791044776119,0.10354834987306716,0
597,5172-MIGPM,1,0,0,0,0.05555555555555555,1,2,0,0,0,0,2,0,2,0,0,3,0.47064676616915413,0.025201938610662358,0
598,1710-RCXUS,1,0,1,0,0.7083333333333333,1,2,1,0,2,0,0,0,2,1,1,1,0.717412935323383,0.5303196399723056,0
599,0374-FIUCA,1,0,1,0,0.9027777777777777,1,0,2,1,1,1,1,1,1,2,1,1,0.021393034825870627,0.1610489268405262,0
600,5839-SUYVZ,1,0,0,0,0.2222222222222222,1,0,1,0,0,0,2,0,0,0,1,1,0.5601990049751243,0.1328986845141934,0
601,5173-ZXXXL,1,0,0,0,0.027777777777777776,1,0,2,1,1,1,1,1,1,1,0,3,0.01691542288557213,0.003334871913224094,0
602,1096-ADRUX,0,0,1,1,0.9166666666666666,1,2,1,0,0,0,0,0,0,1,1,0,0.5572139303482587,0.5585564274174937,0
603,2001-MCUUW,1,0,0,0,0.6388888888888888,1,2,1,0,2,2,2,2,2,2,0,2,0.899502487562189,0.563627971382414,0
604,2731-GJRDG,0,0,0,0,0.4444444444444444,1,2,1,2,0,2,2,2,2,1,1,0,0.908457711442786,0.4141703207939072,0
605,4723-BEGSG,1,0,1,0,1.0,1,2,0,2,0,2,2,2,2,2,0,1,0.6805970149253732,0.7010673897992153,0
606,6516-NKQBO,1,0,1,1,0.5277777777777778,1,0,0,2,0,2,2,2,2,2,0,1,0.6243781094527363,0.353807985229633,0
607,8672-OAUPW,1,0,0,1,0.7083333333333333,1,0,0,0,0,0,2,0,0,1,0,1,0.2945273631840796,0.2697842141703208,0
608,8207-DMRVL,1,0,1,1,1.0,1,2,1,2,2,2,2,2,2,2,0,0,0.9582089552238805,0.9562947149780752,0
609,3419-SNJJD,0,1,1,0,0.9027777777777777,1,2,1,2,0,2,0,2,2,0,0,0,0.8656716417910447,0.7809369951534733,1
610,6543-CPZMK,1,0,1,1,0.125,0,1,0,0,2,0,0,0,0,0,1,2,0.11641791044776117,0.026557812139395336,1
611,4765-OXPPD,0,0,1,1,0.125,1,0,0,2,2,2,2,0,0,0,0,3,0.46517412935323377,0.07434225709669974,1
612,2804-ETQDK,1,0,0,1,0.9166666666666666,1,0,2,1,1,1,1,1,1,2,0,3,0.02288557213930348,0.15443111008539118,0
613,6689-VRRTK,0,1,0,0,0.611111111111111,1,2,1,2,2,2,0,2,2,1,1,1,0.9109452736318407,0.5586833602584814,0
614,7138-GIRSH,1,0,0,0,0.6944444444444444,1,2,0,0,0,2,2,0,2,2,0,0,0.5099502487562189,0.3922686360489268,0
615,9396-ZSFLL,0,0,0,0,0.20833333333333331,1,2,0,0,0,0,0,0,0,0,0,3,0.3044776119402985,0.07069005308100623,0
616,6464-KEXXH,1,0,0,0,0.1111111111111111,0,1,0,0,0,0,0,0,0,0,1,1,0.06965174129353235,0.0193284098776829,0
617,7134-MJPDY,0,1,0,0,0.9166666666666666,1,2,1,0,0,2,2,2,2,1,1,1,0.8417910447761193,0.8029021463189476,0
618,5240-CAOYT,0,0,0,0,0.7916666666666666,1,2,1,2,2,0,2,0,0,0,1,0,0.68955223880597,0.5615105008077544,0
619,4059-IIEBK,0,0,0,0,0.09722222222222221,1,2,1,0,2,0,0,0,0,0,1,0,0.6,0.05817562889453036,0
620,4881-JVQOD,1,1,1,1,0.1388888888888889,0,1,0,0,0,0,0,0,2,0,1,0,0.16218905472636813,0.03967228248326795,0
621,0516-UXRMT,0,0,0,0,0.861111111111111,1,2,1,2,2,2,0,0,0,1,1,2,0.7343283582089551,0.6620124624971152,0
622,4851-BQDNX,1,0,1,1,0.5555555555555556,1,0,1,0,0,2,0,2,0,1,1,2,0.6646766169154228,0.38505077313639513,0
623,5148-HKFIR,0,0,0,0,0.2777777777777778,1,0,2,1,1,1,1,1,1,2,0,3,0.014427860696517386,0.04478998384491115,0
624,1009-IRMNA,0,0,0,0,0.09722222222222221,1,0,2,1,1,1,1,1,1,0,0,0,0.01741293532338306,0.013708746826678973,1
625,3003-CMDUU,0,0,1,0,0.3472222222222222,1,0,1,0,0,0,2,2,2,0,1,2,0.7651741293532338,0.2742787906762058,0
626,5016-IBERQ,1,0,1,0,0.3194444444444444,1,2,1,0,2,2,0,0,0,0,0,2,0.6567164179104478,0.22493653357950613,0
627,6797-UCJHZ,0,1,1,0,0.9166666666666666,1,2,1,0,2,2,0,2,2,1,0,1,0.8592039800995025,0.7847507500576968,0
628,2469-DTSGX,0,1,0,0,1.0,1,2,1,0,2,2,2,2,2,2,0,2,0.9293532338308458,0.9144530348488346,0
629,4554-YGZIH,1,1,1,0,0.6805555555555555,1,2,1,0,2,0,0,0,2,0,0,1,0.7144278606965173,0.5225536579736902,1
630,5099-BAILX,1,1,1,1,0.5972222222222222,1,2,1,0,2,2,2,2,2,0,1,0,0.9203980099502488,0.5387837525963535,1
631,9931-KGHOA,0,0,1,0,0.6388888888888888,1,2,0,2,0,0,0,0,0,0,0,0,0.3656716417910447,0.2833083314101084,0
632,1775-KWJKQ,1,0,1,1,1.0,1,2,0,2,2,2,2,2,2,2,0,1,0.7124378109452736,0.7551465497345949,0
633,7665-VIGUD,1,0,0,0,0.1388888888888889,1,0,2,1,1,1,1,1,1,1,0,3,0.020895522388059695,0.018174474959612278,0
634,9411-TPQQV,0,0,0,0,0.5555555555555556,0,1,0,2,0,0,2,2,2,1,1,0,0.3611940298507462,0.2558735287329794,0
635,7207-RMRDB,0,0,1,1,0.9027777777777777,1,2,1,0,2,2,0,2,2,0,1,2,0.8681592039800995,0.8039291483960305,1
636,7954-MLBUN,1,0,0,0,0.4305555555555555,1,0,1,0,0,2,2,2,2,2,0,0,0.8079601990049752,0.3566928225248096,0
637,2077-DDHJK,0,0,1,0,0.9444444444444444,1,2,0,2,2,2,2,0,0,2,0,1,0.5238805970149254,0.5645684283406416,0
638,4913-EHYUI,1,1,1,1,0.7777777777777777,1,2,1,2,0,2,0,2,2,1,1,0,0.8587064676616915,0.6664954996538195,1
639,0195-IESCP,1,0,1,0,0.1388888888888889,1,2,1,0,0,0,0,0,2,0,1,2,0.6666666666666666,0.09652665589660743,1
640,9574-BOSMD,1,0,1,1,0.9444444444444444,1,2,2,1,1,1,1,1,1,2,0,0,0.07114427860696515,0.18479113777982922,0
641,4580-TMHJU,0,0,1,1,0.5972222222222222,1,0,0,0,0,0,0,2,0,0,0,2,0.3771144278606965,0.2862335564274175,1
642,0970-ETWGE,1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,2,2,0,1,2,0.7094527363184079,0.008164089545349643,1
643,4908-XAXAY,0,1,0,0,0.6805555555555555,1,0,1,0,2,2,0,0,2,1,1,0,0.7124378109452736,0.4925455804292638,0
644,8404-VLQFB,0,0,1,1,0.20833333333333331,1,2,2,1,1,1,1,1,1,0,1,2,0.06965174129353235,0.043393722594045704,0
645,1626-ERCMM,1,1,1,0,0.2777777777777778,1,2,1,0,0,0,0,2,2,0,1,2,0.7592039800995024,0.21703784906531273,1
646,0887-HJGAR,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,1,3,0.27313432835820894,0.0031040849296099706,1
647,2391-IPLOP,1,0,1,1,0.6944444444444444,1,2,0,0,0,2,2,2,0,1,1,2,0.5114427860696518,0.39503231017770596,0
648,5644-PDMZC,0,1,0,0,0.027777777777777776,1,2,1,0,2,0,0,0,2,0,0,2,0.708955223880597,0.01646665128086776,1
649,3509-GWQGF,1,1,0,0,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,0,1,0.5149253731343283,0.197761366258943,0
650,9576-ANLXO,0,0,0,0,0.041666666666666664,1,0,1,0,0,0,0,0,0,0,1,0,0.5104477611940298,0.023482575582737135,1
651,2024-BASKD,0,0,0,0,0.013888888888888888,1,0,1,0,0,2,0,0,0,0,1,3,0.5606965174129352,0.006438956842834063,1
652,5845-BZZIB,1,0,1,1,0.4861111111111111,1,0,2,1,1,1,1,1,1,2,0,3,0.01840796019900498,0.07344795753519502,0
653,1140-UKVZG,0,0,0,0,0.2361111111111111,1,2,2,1,1,1,1,1,1,0,0,3,0.06517412935323383,0.05267135933533349,0
654,4160-AMJTL,0,1,0,0,0.1111111111111111,1,0,2,1,1,1,1,1,1,0,0,2,0.013930348258706454,0.016789753057927535,1
655,5183-SNMJQ,1,0,0,0,0.1388888888888889,1,0,1,0,0,0,2,2,2,0,1,1,0.7646766169154228,0.09765751211631665,0
656,8100-PNJMH,1,0,1,1,0.9444444444444444,1,2,0,2,2,2,2,2,2,2,1,1,0.7024875621890546,0.7055042695591969,0
657,7838-LAZFO,1,0,1,0,0.625,1,0,0,2,2,2,0,2,2,1,0,0,0.6024875621890546,0.41295868912993305,0
658,4464-JCOLN,1,0,1,1,0.027777777777777776,1,0,2,1,1,1,1,1,1,1,0,3,0.015920398009950265,0.001973228709900761,1
659,2085-JVGAD,1,0,1,0,0.5138888888888888,1,0,2,1,1,1,1,1,1,0,0,0,0.020895522388059695,0.0783348719132241,0
660,5650-VDUDS,0,0,0,0,0.05555555555555555,0,1,0,0,0,0,0,0,0,0,1,3,0.05970149253731341,0.008914147242095546,1
661,8095-WANWK,0,0,0,0,0.1388888888888889,1,0,0,0,0,0,0,0,0,0,0,3,0.26865671641791045,0.04729979229171475,0
662,3030-ZKIWL,1,0,0,0,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,0,3,0.01791044776119402,0.0001442418647588273,0
663,9565-FLVCG,1,0,1,1,0.9027777777777777,1,2,0,2,2,0,0,0,2,2,1,3,0.5104477611940298,0.5123874913454881,0
664,8755-OGKNA,0,0,1,1,0.7916666666666666,1,0,2,1,1,1,1,1,1,2,0,0,0.01243781094527363,0.1325640433879529,0
665,2800-VEQXM,0,0,0,0,0.041666666666666664,1,0,1,0,0,2,0,0,0,0,1,3,0.5621890547263682,0.025305792753288713,0
666,7538-GWHML,0,0,0,0,0.027777777777777776,1,0,1,0,0,0,0,0,0,0,0,2,0.5114427860696518,0.014579967689822296,1
667,5533-RJFTJ,1,0,0,0,0.6805555555555555,0,1,0,0,0,2,0,0,0,0,1,0,0.11890547263681589,0.16550888529886915,0
668,3859-CVCET,0,0,0,0,0.05555555555555555,1,0,0,0,0,0,0,0,0,0,0,3,0.27263681592039796,0.019876528963766446,1
669,0214-JHPFW,0,0,1,0,0.9722222222222222,0,1,0,0,2,2,2,2,2,2,0,0,0.3935323383084577,0.4639395338102931,0
670,5642-MHDQT,0,0,1,1,0.736111111111111,1,0,2,1,1,1,1,1,1,1,1,0,0.015920398009950265,0.11777636741287793,0
671,3088-FVYWK,1,0,1,1,0.736111111111111,1,2,2,1,1,1,1,1,1,2,0,1,0.072636815920398,0.1520078467574429,0
672,3276-HDUEG,0,0,0,0,0.013888888888888888,1,2,1,0,0,0,0,0,0,0,1,3,0.5651741293532337,0.0064908839141472425,1
673,9092-GDZKO,1,0,0,0,0.3055555555555555,1,2,2,1,1,1,1,1,1,0,1,1,0.06567164179104479,0.054765751211631665,0
674,0823-HSCDJ,1,1,0,0,0.7222222222222222,0,1,0,0,2,0,0,2,2,0,1,2,0.30746268656716413,0.2921878606046619,1
675,3729-OWRVL,1,1,0,0,0.9027777777777777,1,2,1,2,0,2,2,2,2,2,1,2,0.9164179104477611,0.8339891530117701,0
676,2324-AALNO,0,0,0,0,0.6666666666666666,1,2,2,1,1,1,1,1,1,1,0,0,0.06268656716417911,0.13675859681513963,0
677,0822-GAVAP,0,0,0,0,0.027777777777777776,0,1,0,0,0,0,0,0,2,0,1,2,0.16368159203980104,0.005013847219016847,1
678,5760-IFJOZ,1,0,0,0,0.041666666666666664,1,2,1,0,2,2,0,2,2,0,0,3,0.8925373134328359,0.034018001384721906,0
679,2826-UWHIS,1,0,1,0,0.625,1,2,1,0,2,0,0,0,0,0,0,0,0.6283582089552239,0.43353911839372256,0
680,1448-PWKYE,1,0,1,1,0.013888888888888888,1,0,1,0,0,0,0,0,2,0,0,2,0.6144278606965173,0.0070620816985922,1
681,7501-IWUNG,0,0,1,1,0.8472222222222222,1,0,0,0,0,2,2,2,2,2,1,0,0.5527363184079601,0.5304927302100162,0
682,4957-TREIR,1,0,0,0,0.041666666666666664,1,0,0,2,0,0,2,2,0,0,1,1,0.4592039800995025,0.02040733902607893,0
683,7251-LJBQN,0,1,0,0,0.5555555555555556,1,2,1,0,0,2,2,2,2,1,1,1,0.8507462686567163,0.481144703438726,0
684,8040-MNRTF,0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,0,3,0.5258706467661691,0.006035079621509347,0
685,1536-HBSWP,0,0,0,0,0.013888888888888888,1,0,0,0,0,0,2,0,0,0,1,2,0.31492537313432833,0.0035887375951996307,0
686,5313-FPXWG,1,0,0,0,0.7083333333333333,1,2,2,1,1,1,1,1,1,1,1,0,0.06318407960199005,0.14396492037849068,0
687,0067-DKWBL,1,1,0,0,0.027777777777777776,1,0,0,2,0,0,0,0,0,0,1,2,0.30845771144278605,0.008342949457650586,1
688,0946-FKYTX,1,0,0,0,0.7222222222222222,0,1,0,0,2,0,0,0,0,1,0,3,0.11791044776119403,0.18516039695361183,0
689,5076-YVXCM,1,0,0,0,0.7083333333333333,1,2,1,0,0,0,0,0,2,0,0,0,0.6482587064676617,0.476650126932841,0
690,8262-COGGB,1,0,0,0,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,1,3,0.021890547263681587,0.00019039926148165225,0
691,6663-JOCQO,1,0,1,1,0.4305555555555555,1,2,0,2,2,0,2,0,2,1,1,0,0.5671641791044776,0.26837064389568427,0
692,9620-QJREV,1,0,0,1,0.6527777777777778,1,0,2,1,1,1,1,1,1,1,0,1,0.02288557213930348,0.11472997922917148,0
693,2276-YDAVZ,0,0,0,0,0.041666666666666664,1,2,1,0,0,0,0,0,0,0,1,1,0.5656716417910447,0.02906762058619894,1
694,2682-KEVRP,0,1,0,0,0.3055555555555555,1,0,2,1,1,1,1,1,1,1,1,3,0.01791044776119402,0.04594968843757213,0
695,2480-JZOSN,0,0,1,0,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,1,3,0.023880597014925342,0.00021347795984306452,0
696,0078-XZMHT,1,0,1,0,1.0,1,2,0,0,2,2,2,2,2,2,1,0,0.6656716417910448,0.7266789753057927,0
697,5896-NPFWW,1,0,1,1,0.041666666666666664,1,0,0,0,0,2,0,0,0,0,1,2,0.31741293532338305,0.017234018001384722,1
698,9978-HYCIN,1,1,1,1,0.6527777777777778,1,0,1,0,2,0,0,2,0,1,1,0,0.663681592039801,0.46148742210939303,0
699,8338-QIUNR,1,0,1,1,1.0,1,2,0,2,0,2,2,0,0,2,1,1,0.48009950248756217,0.5530579275328872,0
700,1525-LNLOJ,1,0,1,1,0.9166666666666666,1,2,0,0,0,2,0,2,0,2,1,0,0.44825870646766164,0.4812947149780752,0
701,9450-TRJUU,1,0,0,0,0.4861111111111111,1,2,1,0,0,0,0,2,0,0,0,2,0.645771144278607,0.3265231940918532,0
702,1766-GKNMI,1,0,0,0,0.40277777777777773,1,2,1,0,0,0,0,0,2,0,1,2,0.6631840796019901,0.2881837064389568,0
703,6942-LBFDP,0,0,0,0,0.027777777777777776,1,0,2,1,1,1,1,1,1,0,1,3,0.02288557213930348,0.0017078236787445187,0
704,1456-TWCGB,1,0,0,0,0.05555555555555555,1,0,0,0,2,0,0,0,0,0,0,3,0.30845771144278605,0.021884375721209322,0
705,7133-VBDCG,0,0,0,0,0.3472222222222222,1,0,1,2,2,0,0,0,0,0,1,0,0.6129353233830845,0.2303888760673898,1
706,7596-ZYWBB,0,0,0,0,0.9027777777777777,1,0,0,2,2,0,2,0,0,2,1,3,0.4114427860696518,0.429379183014078,0
707,8329-UTMVM,1,1,0,0,0.375,1,2,1,0,2,0,2,2,2,1,1,0,0.8597014925373135,0.3398569120701592,0
708,3014-WJKSM,1,0,1,0,0.40277777777777773,1,0,1,0,0,2,0,0,0,0,1,1,0.5676616915422885,0.25901223171013155,0
709,3347-YJZZE,1,0,1,1,0.40277777777777773,1,2,0,0,2,2,0,2,2,0,0,1,0.6154228855721392,0.25305792753288714,0
710,1029-QFBEN,1,0,0,0,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,0,3,0.012935323383084563,8.654511885529664e-05,1
711,7929-DMBCV,0,0,1,0,0.2777777777777778,1,0,1,0,0,2,2,0,0,0,1,3,0.6243781094527363,0.19211862450957767,0
712,9661-JALZV,0,0,0,0,0.8055555555555555,1,2,2,1,1,1,1,1,1,2,1,1,0.06417910447761191,0.17311331640895455,0
713,5433-KYGHE,0,0,0,1,0.19444444444444442,1,2,1,2,0,0,2,0,0,0,1,3,0.6741293532338308,0.13215439649203786,0
714,4312-KFRXN,1,0,1,0,1.0,1,2,2,1,1,1,1,1,1,2,0,3,0.07114427860696515,0.19525732748672978,0
715,5575-TPIZQ,1,0,0,0,0.6388888888888888,1,2,1,2,0,0,0,2,0,0,1,1,0.7054726368159204,0.4877394414954997,0
716,0114-IGABW,0,0,1,0,0.986111111111111,0,1,0,0,2,2,2,2,2,2,0,0,0.3980099502487562,0.4762404800369259,0
717,9944-AEXBM,1,0,0,0,0.4444444444444444,1,2,1,0,0,0,0,0,2,0,1,0,0.6706467661691543,0.30527348257558273,0
718,1853-ARAAQ,0,0,0,0,0.3611111111111111,0,1,0,0,0,2,0,2,2,0,1,1,0.31940298507462683,0.14524578813754904,0
719,6952-OMNWB,1,1,1,0,0.9444444444444444,1,2,1,0,0,2,0,0,0,0,1,1,0.617910447761194,0.6427994461112394,0
720,4697-LUPSU,1,0,1,1,0.027777777777777776,1,0,2,1,1,1,1,1,1,1,0,3,0.019402985074626844,0.0018405261943226399,0
721,8434-VGEQQ,1,0,1,1,0.8472222222222222,1,0,2,1,1,1,1,1,1,2,0,1,0.02288557213930348,0.14852873297945998,0
722,4952-YSOGZ,0,0,1,1,0.05555555555555555,1,2,1,0,0,0,0,0,2,0,1,2,0.6736318407960199,0.04183014078006001,1
723,1589-AGTLK,1,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,1,2,0.26965174129353237,0.014158781444726518,1
724,5244-IRFIH,1,1,1,0,0.4583333333333333,1,2,1,0,0,0,0,2,2,0,1,2,0.7587064676616915,0.3561908608354489,1
725,6549-YMFAW,1,1,1,0,0.125,1,0,2,1,1,1,1,1,1,0,1,3,0.02985074626865672,0.021434341103161784,0
726,4950-HKQTE,0,0,0,0,0.3055555555555555,1,2,2,1,1,1,1,1,1,2,0,3,0.07960199004975121,0.06774751903992615,0
727,6786-OBWQR,0,0,1,1,0.06944444444444445,1,0,1,0,0,0,0,2,0,0,1,2,0.6228855721393034,0.03892222478652205,0
728,2684-EIWEO,0,1,0,0,0.41666666666666663,1,2,1,2,2,2,0,0,0,0,0,1,0.7308457711442786,0.3161031617816755,1
729,2753-JMMCV,1,0,0,0,0.9027777777777777,1,2,0,0,2,2,2,0,2,2,1,1,0.5567164179104478,0.552371336256635,0
730,6439-GTPCA,0,0,0,0,0.625,1,2,1,0,0,2,2,0,0,0,1,2,0.6865671641791045,0.4526771290099238,1
731,6621-YOBKI,1,0,0,0,0.06944444444444445,1,0,2,1,1,1,1,1,1,0,0,3,0.020895522388059695,0.00853334871913224,0
732,1216-JWVUX,1,0,1,1,0.3472222222222222,1,0,1,0,2,0,0,0,0,0,1,2,0.5696517412935324,0.2171993999538426,0
